u,v,key,osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access,junction,bridge,tunnel
639278221,4383628533,0,633517748,,secondary,True,False,26.997999999999998,"LINESTRING (-8514534.056377394 4718458.059683639, -8514536.483142294 4718453.735164757, -8514537.629733048 4718448.895142501, -8514537.38483017 4718443.940565899, -8514535.7818295 4718439.229424497, -8514532.954314435 4718435.162665897, -8514529.102660054 4718432.026680626, -8514524.52742898 4718430.06490038)",,,,,roundabout,no,
639278221,102608841,0,"[886273334, 50319303]",Main Street,secondary,True,False,38.702,"LINESTRING (-8514534.056377394 4718458.059683639, -8514545.934167061 4718453.549010012, -8514555.195948696 4718450.871245983, -8514566.528272858 4718447.935730079, -8514573.808567557 4718445.9882663395, -8514582.023945976 4718445.229328366)",1,,,,,no,
102636686,102584646,0,11516012,Circle Court,residential,False,False,61.241,"LINESTRING (-8515254.38253842 4719931.066619245, -8515175.512679193 4719932.126423812)",,,,,,no,
102636689,4354431922,0,11507189,Fire Station Road,residential,False,True,12.405,"LINESTRING (-8515151.8350235 4719856.193139256, -8515136.673308853 4719861.234335543)",,,,,,no,
102636689,102584617,0,11516013,O'Hare Road,residential,False,False,45.148,"LINESTRING (-8515151.8350235 4719856.193139256, -8515156.354594827 4719798.219562145)",,,,,,no,
102636689,102584646,0,11516013,O'Hare Road,residential,False,True,61.755,"LINESTRING (-8515151.8350235 4719856.193139256, -8515175.512679193 4719932.126423812)",,,,,,no,
639278230,102595015,0,89905917,Market Space,tertiary,True,False,36.603,"LINESTRING (-8514505.10217784 4718457.214827156, -8514505.94820597 4718465.921148183, -8514505.881414274 4718469.887681786, -8514505.024254194 4718473.782618821, -8514501.261655405 4718481.243145775, -8514498.345084747 4718487.400590581, -8514492.723450463 4718501.591367153)",,,,,,no,
639278230,639278235,0,633517749,,secondary,True,False,22.418000000000003,"LINESTRING (-8514505.10217784 4718457.214827156, -8514509.05401976 4718461.4247906655, -8514514.152452441 4718464.145516314, -8514519.85201037 4718465.090610656, -8514525.551568296 4718464.159835924, -8514530.650000975 4718461.467749487)",,,,,roundabout,no,
639278235,639278221,0,1022792919,,secondary,True,False,3.742,"LINESTRING (-8514530.650000975 4718461.467749487, -8514534.056377394 4718458.059683639)",,,,,roundabout,no,
639278248,1303929715,0,799299908,State Circle,residential,True,False,47.099000000000004,"LINESTRING (-8514941.864199966 4718573.605210487, -8514932.045820879 4718569.0372064235, -8514921.192170525 4718565.500226636, -8514904.09349674 4718561.948928334, -8514891.837220803 4718561.3188594105, -8514883.18769637 4718561.9632480815)",2,,20 mph,,roundabout,no,
639278258,9898623654,0,115397810,School Street,residential,True,False,10.73,"LINESTRING (-8514995.14170826 4718632.43097646, -8514999.86165467 4718622.020452126, -8515001.408995591 4718620.201833428)",,,,,,no,
639278258,102631414,0,799299908,State Circle,residential,True,False,18.713,"LINESTRING (-8514995.14170826 4718632.43097646, -8514991.434769215 4718621.662456294, -8514987.86141356 4718613.714952068, -8514986.202753149 4718610.077717979)",2,,20 mph,,roundabout,no,
639278285,639279490,0,50319460,College Avenue,secondary,True,False,35.893,"LINESTRING (-8515107.808164893 4718623.853390986, -8515114.398278747 4718633.519284986, -8515117.760127367 4718641.080168494, -8515120.420663198 4718650.201923712, -8515121.322351074 4718666.927549578)",,MD 450,,,,no,
639278285,102618087,0,439917137,Church Circle,secondary,True,False,40.156,"LINESTRING (-8515107.808164893 4718623.853390986, -8515121.96800412 4718628.049103841, -8515132.476564052 4718629.882043792, -8515143.552853385 4718630.297319296, -8515158.681172183 4718628.893974559)",,,,,roundabout,no,
4836073064,102571991,0,11518478,Parker Lane,residential,True,False,8.261,"LINESTRING (-8514581.912626486 4719304.927671712, -8514574.888366615 4719312.918680187)",,,,,,no,
1304010093,102618085,0,1079893518,College Avenue,secondary,False,False,4.857,"LINESTRING (-8515048.619591638 4718750.1121723, -8515052.615961354 4718745.300648585)",2,MD 450,25 mph,,,no,
1304010093,9630748541,0,1079893518,College Avenue,secondary,False,True,4.471,"LINESTRING (-8515048.619591638 4718750.1121723, -8515044.93491649 4718754.53705773)",2,MD 450,25 mph,,,no,
1304010096,639278258,0,799294478,State Circle,residential,True,False,28.751,"LINESTRING (-8514992.169477856 4718669.233053252, -8514994.573978856 4718655.987154197, -8514995.14170826 4718632.43097646)",1,,20 mph,,roundabout,no,
1304010097,1304010096,0,799294478,State Circle,residential,True,False,22.573,"LINESTRING (-8514978.889062604 4718695.037546295, -8514981.393751146 4718691.385963102, -8514989.063664062 4718676.278446612, -8514992.169477856 4718669.233053252)",1,,20 mph,,roundabout,no,
102636918,3812721915,0,11516056,Northeast Arcade Road,residential,False,True,88.905,"LINESTRING (-8513928.433819683 4719116.482041122, -8514017.133189946 4719188.886908959)",,,,private,,no,
1304010102,768922858,0,192889408,College Avenue,secondary,False,True,6.0,"LINESTRING (-8515067.510509223 4718727.30041494, -8515062.62358358 4718733.28616928)",,MD 450,,,,no,
1304010102,639279490,0,"[192889408, 192889406]",College Avenue,secondary,False,False,62.799,"LINESTRING (-8515067.510509223 4718727.30041494, -8515079.944896346 4718713.410041688, -8515121.322351074 4718666.927549578)",,MD 450,,,,no,
4835974727,102562646,0,11506074,Decatur Avenue,residential,False,False,4.235,"LINESTRING (-8514674.129692659 4719396.452305337, -8514670.077663194 4719392.80046952)",,,,,,no,
4835974727,102579127,0,11506074,Decatur Avenue,residential,False,True,48.47,"LINESTRING (-8514674.129692659 4719396.452305337, -8514720.516524471 4719438.226536506)",,,,,,no,
4836073073,102562646,0,11503226,Balch Road,residential,False,False,5.467,"LINESTRING (-8514674.630630368 4719387.430125117, -8514670.077663194 4719392.80046952)",,,,,,no,
4836073073,8026801817,0,11503226,Balch Road,residential,False,True,90.316,"LINESTRING (-8514674.630630368 4719387.430125117, -8514750.428071648 4719299.199354097)",,,,,,no,
4836073081,5184562694,0,11504726,Decatur Road,residential,False,False,35.033,"LINESTRING (-8514571.927268162 4719310.412538858, -8514537.36256627 4719281.412948538)",,,,,,no,
4836073081,102571991,0,11504726,Decatur Road,residential,False,True,3.012,"LINESTRING (-8514571.927268162 4719310.412538858, -8514574.888366615 4719312.918680187)",,,,,,no,
4835974799,4835974738,0,436237643,Sims Road,residential,False,False,26.983,"LINESTRING (-8514716.854113225 4719442.408265387, -8514693.96682592 4719468.558431002)",,,,,,no,
4835974799,102579127,0,436237643,Sims Road,residential,False,True,4.316,"LINESTRING (-8514716.854113225 4719442.408265387, -8514720.516524471 4719438.226536506)",,,,,,no,
12063907552,1303929757,0,115391778,Bloomsbury Square,residential,False,False,33.129,"LINESTRING (-8515319.626891972 4719071.501350192, -8515347.022618657 4719038.7934531905)",,,,,,no,
12063907552,1303929752,0,115391778,Bloomsbury Square,residential,False,True,32.248,"LINESTRING (-8515319.626891972 4719071.501350192, -8515292.954741979 4719103.335801359)",,,,,,no,
102637302,7985096494,0,11516103,Juniper Street,residential,False,True,23.189,"LINESTRING (-8515701.808967765 4719741.4636367345, -8515725.575679049 4719759.551599664)",,,,,,no,
102637302,11419846902,0,11516103,Juniper Street,residential,False,False,44.281,"LINESTRING (-8515701.808967765 4719741.4636367345, -8515666.364841895 4719779.802136435, -8515663.092048867 4719783.339539866)",,,,,,no,
8006803218,102635911,0,11515850,Osborne Road,residential,False,False,127.127,"LINESTRING (-8514867.079766052 4720064.302107749, -8514863.027736586 4720072.866590106, -8514867.914662233 4720127.81980374, -8514860.255881265 4720213.050149189, -8514852.808607332 4720224.33595526)",,,,,,no,
8006803218,8006803224,0,11515850,Osborne Road,residential,False,True,23.121,"LINESTRING (-8514867.079766052 4720064.302107749, -8514870.363691028 4720057.3846465135, -8514887.88537888 4720043.8791405605)",,,,,,no,
8006803224,102581989,0,11515850,Osborne Road,residential,False,True,13.778,"LINESTRING (-8514887.88537888 4720043.8791405605, -8514901.93389862 4720033.037512003)",,,,,,no,
8006803224,8006803218,0,11515850,Osborne Road,residential,False,False,23.121,"LINESTRING (-8514887.88537888 4720043.8791405605, -8514870.363691028 4720057.3846465135, -8514867.079766052 4720064.302107749)",,,,,,no,
102571991,4836073081,0,11504726,Decatur Road,residential,False,False,3.012,"LINESTRING (-8514574.888366615 4719312.918680187, -8514571.927268162 4719310.412538858)",,,,,,no,
102571991,102562646,0,11504726,Decatur Road,residential,False,True,96.487,"LINESTRING (-8514574.888366615 4719312.918680187, -8514670.077663194 4719392.80046952)",,,,,,no,
102571993,3812745895,0,11504726,Decatur Road,residential,False,True,4.685,"LINESTRING (-8514454.351621985 4719211.742666859, -8514458.971380854 4719215.62356821)",,,,,,no,
102571993,102576468,0,377851562,Maryland Avenue,residential,False,False,50.615,"LINESTRING (-8514454.351621985 4719211.742666859, -8514495.717944764 4719161.362687441)",,,,,,no,
102571993,5184562690,0,377851562,Maryland Avenue,residential,False,True,20.619,"LINESTRING (-8514454.351621985 4719211.742666859, -8514437.49785108 4719232.264202655)",,,,,,no,
102572036,102594718,0,11509403,Colonial Avenue,residential,False,False,100.268,"LINESTRING (-8515831.807869112 4718339.494072295, -8515833.321814187 4718331.861816547, -8515834.112182572 4718327.966934026, -8515837.095544925 4718320.9933797205, -8515848.349945445 4718302.650234107, -8515893.14490854 4718226.600278668)",,,,,,no,
102572036,102622190,0,11518174,Morris Street,residential,True,False,142.409,"LINESTRING (-8515831.807869112 4718339.494072295, -8515828.279041255 4718344.362681214, -8515826.77622813 4718345.880542119, -8515824.82813704 4718346.796986551, -8515713.085632183 4718378.815315838, -8515706.796080953 4718380.204306472, -8515701.664252425 4718381.120754006, -8515656.546462808 4718383.76986062)",,,,,,no,
102572036,3455012039,0,338423266,Colonial Avenue,residential,False,False,35.582,"LINESTRING (-8515831.807869112 4718339.494072295, -8515835.637259595 4718344.019014627, -8515836.56121137 4718345.8232643455, -8515837.251392212 4718347.99981999, -8515840.524185242 4718362.949333232, -8515842.2385054 4718369.521971029, -8515842.038130315 4718371.340544768, -8515841.39247727 4718373.15911883, -8515841.592852354 4718375.307041373, -8515843.362832258 4718382.667259404)",,,,,,no,
102572063,102627606,0,11515433,Yew Street,residential,False,True,42.669,"LINESTRING (-8515967.74009932 4719952.234088185, -8515926.85245035 4719988.95502548)",,,,,,no,
102572063,3583517821,0,"[11504741, 11516767]","['Yerbury Road', 'Tulip Road']",residential,False,False,137.767,"LINESTRING (-8515967.74009932 4719952.234088185, -8516021.629864814 4719903.855458878, -8516018.635370512 4719893.013980069, -8515958.723220566 4719820.876192392)",,,,,,no,
102572153,102572156,0,11504760,Market Street,residential,False,False,35.06,"LINESTRING (-8515025.921547465 4717998.267688055, -8514998.169598408 4718033.8789859805)",,,,,,no,
102572156,102572158,0,11504760,Market Street,residential,False,False,88.15,"LINESTRING (-8514998.169598408 4718033.8789859805, -8514926.034568375 4718121.525982104)",,,,,,no,
102572156,102572153,0,11504760,Market Street,residential,False,True,35.06,"LINESTRING (-8514998.169598408 4718033.8789859805, -8515025.921547465 4717998.267688055)",,,,,,no,
102572156,102591034,0,11508560,Market Quay,residential,False,False,55.466,"LINESTRING (-8514998.169598408 4718033.8789859805, -8514941.040435733 4717991.007981629)",,,,,,no,
102572158,102572161,0,11504760,Market Street,residential,False,False,26.078,"LINESTRING (-8514926.034568375 4718121.525982104, -8514904.371795466 4718147.1858897265)",,,,,,no,
102572158,102572156,0,11504760,Market Street,residential,False,True,88.15,"LINESTRING (-8514926.034568375 4718121.525982104, -8514998.169598408 4718033.8789859805)",,,,,,no,
102572158,102589999,0,11508416,Shipwright Street,residential,False,True,94.066,"LINESTRING (-8514926.034568375 4718121.525982104, -8514830.600368919 4718046.923606101)",,,,,,no,
102572161,102572158,0,11504760,Market Street,residential,False,True,26.078,"LINESTRING (-8514904.371795466 4718147.1858897265, -8514926.034568375 4718121.525982104)",,,,,,no,
102572161,102585566,0,11513744,Union Street,residential,False,False,86.204,"LINESTRING (-8514904.371795466 4718147.1858897265, -8514990.744588373 4718216.920453297)",,,,,,no,
102572161,7036618068,0,367911383,Market Street,residential,True,False,99.285,"LINESTRING (-8514904.371795466 4718147.1858897265, -8514824.945338786 4718247.377568182)",,,,,,no,
3093471527,3093471570,0,541147435,Monterey Avenue,residential,False,False,25.866,"LINESTRING (-8516249.445202721 4720641.031606718, -8516271.876080118 4720616.396617341)",,,,,,no,
3093471527,11907935205,0,541147435,Monterey Avenue,residential,False,True,3.476,"LINESTRING (-8516249.445202721 4720641.031606718, -8516246.428444523 4720644.340147643)",,,,,,no,
3093471570,102613900,0,541147435,Monterey Avenue,residential,False,False,48.036,"LINESTRING (-8516271.876080118 4720616.396617341, -8516313.220138997 4720570.363722069)",,,,,,no,
3093471570,3093471527,0,541147435,Monterey Avenue,residential,False,True,25.866,"LINESTRING (-8516271.876080118 4720616.396617341, -8516249.445202721 4720641.031606718)",,,,,,no,
3093471573,102593331,0,711701688,Tucker Street,residential,True,False,78.995,"LINESTRING (-8516285.000648081 4720545.44245342, -8516211.095638143 4720475.505680178)",,,,,,no,
3093471587,11907903295,0,711701687,Melvin Avenue,tertiary,False,False,25.327,"LINESTRING (-8516153.988739366 4720537.278602873, -8516131.836160699 4720561.225916449)",,,,,,no,
3093471587,11907935195,0,711701687,Melvin Avenue,tertiary,False,True,20.425,"LINESTRING (-8516153.988739366 4720537.278602873, -8516171.844385691 4720517.95751611)",,,,,,no,
639279490,102618087,0,74112034,College Avenue,secondary,True,False,41.398,"LINESTRING (-8515121.322351074 4718666.927549578, -8515158.681172183 4718628.893974559)",,MD 450,,,,no,
