osmid,Latitude,Longitude,highway,ref,geometry
102608845,38.9780105,-76.486835,,,POINT (-8514475.524589134 4718522.2546626)
102608850,38.9779647,-76.4868821,crossing,,POINT (-8514480.767737152 4718515.696245484)
10779963445,38.9765846,-76.4866342,,,POINT (-8514453.171635382 4718318.072220821)
12112769136,38.978012,-76.4874977,crossing,,POINT (-8514549.296015685 4718522.469457991)
8219504855,38.9931029,-76.4984747,,,POINT (-8515771.250066122 4720683.670331569)
102576378,38.9799658,-76.4952001,,,POINT (-8515406.72326157 4718802.251478973)
102641931,38.9738137,-76.4909207,,,POINT (-8514930.34263267 4717921.303609295)
102576468,38.9824735,-76.4870164,,,POINT (-8514495.717944764 4719161.362687441)
7045788067,38.976058,-76.5019512,,,POINT (-8516158.252275864 4718242.666518102)
5849821659,38.9825112,-76.4803564,,,POINT (-8513754.330136081 4719166.761553304)
8433971740,38.9765591,-76.4866223,,,POINT (-8514451.846933443 4718314.4207733795)
102576703,38.9819827,-76.4875402,,,POINT (-8514554.027094042 4719091.077449355)
3812700746,38.9801003,-76.4833176,,,POINT (-8514083.969412219 4718821.512015745)
3812700752,38.9799093,-76.4831631,,,POINT (-8514066.77055089 4718794.1606324315)
3812799110,38.9866758,-76.4892989,,,POINT (-8514749.804682499 4719763.174924701)
3812799152,38.9864738,-76.4900794,,,POINT (-8514836.689545063 4719734.245646285)
102610258,38.9930923,-76.4984876,,,POINT (-8515772.686087552 4720682.152120619)
102610260,38.994514,-76.5007693,,,POINT (-8516026.683769695 4720885.780613834)
102610294,38.9844805,-76.4920948,,,POINT (-8515061.04284681 4719448.781108951)
2358654348,38.9780592,-76.4867842,crossing,,POINT (-8514469.869559003 4718529.22835532)
7017051631,38.9933413,-76.4967335,,,POINT (-8515577.420568753 4720717.815815294)
7017051635,38.9933453,-76.4969049,,,POINT (-8515596.500729473 4720718.388727076)
7017051638,38.9934351,-76.4971586,,,POINT (-8515624.742484288 4720731.250605103)
10031904484,38.9769525,-76.4868054,,,POINT (-8514472.229532206 4718370.753446123)
7755720282,38.9770403,-76.5022369,,,POINT (-8516190.056254383 4718383.325956219)
3812701967,38.9812392,-76.4864194,,,POINT (-8514429.260208761 4718984.60512049)
3812701976,38.9804913,-76.4838954,,,POINT (-8514148.289814 4718877.503821133)
3812701993,38.9805307,-76.4859843,,,POINT (-8514380.825098317 4718883.145979285)
8032565122,38.9905132,-76.502812,,,POINT (-8516254.07609354 4720312.760967161)
7936292740,38.9778032,-76.4935672,,,POINT (-8515224.949665053 4718492.569983178)
7936292744,38.9776898,-76.4936908,,,POINT (-8515238.708754115 4718476.33151225)
7936292748,38.9783499,-76.4939942,,,POINT (-8515272.483087622 4718570.855815944)
8241068289,38.9773162,-76.4873881,,,POINT (-8514537.095399491 4718422.833523913)
8241068297,38.9772473,-76.4878285,,,POINT (-8514586.120503237 4718412.967357213)
3618163247,38.9771246,-76.4879275,,,POINT (-8514597.141132826 4718395.39729892)
12112019634,38.9784429,-76.4864724,crossing,,POINT (-8514435.160141774 4718584.173202691)
12112019635,38.9784477,-76.4863737,crossing,,POINT (-8514424.172908032 4718584.860552158)
102644233,38.9744394,-76.5013468,,,POINT (-8516090.970775628 4718010.897012212)
4166433371,38.9781829,-76.4976805,,,POINT (-8515682.840126533 4718546.941842789)
5566053184,38.9802365,-76.4930908,,,POINT (-8515171.91705964 4718841.01603153)
102579127,38.9844068,-76.4890358,,,POINT (-8514720.516524471 4719438.226536506)
9630596038,38.977273,-76.4941711,crossing,,POINT (-8515292.175505543 4718416.647479228)
5184535511,38.9804548,-76.4858693,,,POINT (-8514368.023356877 4718872.276951535)
3623992290,38.9900942,-76.4969,,,POINT (-8515595.955263969 4720252.751035328)
7031700541,38.9885871,-76.5021349,,,POINT (-8516178.701666323 4720036.904405931)
7308491863,38.9778089,-76.4974984,crossing,,POINT (-8515662.56884726 4718493.386203303)
5794741402,38.9777728,-76.4805823,,,POINT (-8513779.47720905 4718488.216810289)
102612208,38.9797409,-76.4990535,,,POINT (-8515835.681787392 4718770.04565201)
102612213,38.9804849,-76.4989842,,,POINT (-8515827.96734668 4718876.587328735)
102645097,38.9854027,-76.5044795,,,POINT (-8516439.701344436 4719580.850242923)
102645118,38.9854497,-76.5004008,,,POINT (-8515985.662537338 4719587.581203438)
102579624,38.9890307,-76.4954398,,,POINT (-8515433.406543512 4720100.436252179)
102579629,38.988555,-76.4947467,,,POINT (-8515356.251004444 4720032.307098872)
102612485,38.9752718,-76.5017627,,,POINT (-8516137.26855185 4718130.088823524)
102612488,38.9749129,-76.5031125,,,POINT (-8516287.527600523 4718078.697564405)
12112019618,38.9777742,-76.4854225,crossing,,POINT (-8514318.28580839 4718488.417285315)
12112019619,38.9777067,-76.4853166,crossing,,POINT (-8514306.497074315 4718478.751529636)
12112019632,38.9783679,-76.4864585,crossing,,POINT (-8514433.612800851 4718573.433373306)
12112019636,38.9783776,-76.4863701,crossing,,POINT (-8514423.772157867 4718574.822390598)
12112019682,38.9783083,-76.4871403,crossing,,POINT (-8514509.510429673 4718564.898796998)
102613280,38.9715559,-76.5015431,,,POINT (-8516112.822791671 4717598.017901796)
102646119,38.9771131,-76.4924244,,,POINT (-8515097.733750975 4718393.750554999)
876659098,38.9765715,-76.4898547,,,POINT (-8514811.676055482 4718316.196379029)
102580651,38.9761283,-76.4925351,,,POINT (-8515110.056818604 4718252.73298947)
102580652,38.9767655,-76.491859,,,POINT (-8515034.793710882 4718343.976056303)
102646385,38.9796373,-76.4966974,,,POINT (-8515573.401935136 4718755.210098726)
102646387,38.9798076,-76.5001913,,,POINT (-8515962.341104016 4718779.597124924)
102613620,38.9786541,-76.4931934,,,POINT (-8515183.338439394 4718614.416623362)
102613623,38.9808208,-76.4966264,,,POINT (-8515565.498251287 4718924.688971377)
6496830086,38.9809574,-76.4941025,,,POINT (-8515284.538988475 4718944.250466793)
6496830115,38.9868099,-76.5010456,,,POINT (-8516057.441345 4719782.38000116)
8028930829,38.9780727,-76.4858912,,,POINT (-8514370.461253723 4718531.161515342)
7308526358,38.9781112,-76.4965336,crossing,,POINT (-8515555.167802542 4718536.674603356)
102646581,38.9814637,-76.5058886,,,POINT (-8516596.561638914 4719016.754347418)
102646589,38.987014,-76.5029375,traffic_signals,,POINT (-8516268.046689633 4719811.610168719)
102613891,38.9938582,-76.5015371,,,POINT (-8516112.154874725 4720791.850608587)
102613900,38.9923118,-76.5033433,,,POINT (-8516313.220138997 4720570.363722069)
12112020491,38.97729,-76.4877632,crossing,,POINT (-8514578.85134049 4718419.081801917)
12112020492,38.9773743,-76.4876974,,,POINT (-8514571.526517995 4718431.153187185)
102614133,38.9812224,-76.4883541,traffic_signals,,POINT (-8514644.630027598 4718982.19930271)
102614135,38.9819414,-76.4894513,traffic_signals,,POINT (-8514766.769772897 4719085.1630862225)
102614143,38.985741,-76.4954073,,,POINT (-8515429.788660062 4719629.298937128)
7036618068,38.9760909,-76.4899739,,,POINT (-8514824.945338786 4718247.377568182)
102614360,38.9944684,-76.494943,,,POINT (-8515378.103020487 4720879.249313583)
7036618076,38.9761155,-76.4891381,,,POINT (-8514731.904508382 4718250.900117694)
7257212315,38.9774658,-76.4993088,,,POINT (-8515864.101653391 4718444.2555967085)
102614537,38.9908201,-76.4992197,,,POINT (-8515854.183086762 4720356.715961244)
102614539,38.9915647,-76.500296,,,POINT (-8515973.996254705 4720463.360248355)
8026801817,38.983436,-76.4893045,,,POINT (-8514750.428071648 4719299.199354097)
8026801818,38.9828739,-76.4884734,,,POINT (-8514657.910442851 4719218.702513144)
7308527324,38.9782995,-76.4956045,crossing,,POINT (-8515451.740863645 4718563.6386588225)
102594718,38.9759458,-76.4995697,,,POINT (-8515893.14490854 4718226.600278668)
102581989,38.9885601,-76.4906655,,,POINT (-8514901.93389862 4720033.037512003)
102581993,38.9878468,-76.4913751,,,POINT (-8514980.926209286 4719930.880437374)
7308527341,38.978282,-76.4922631,crossing,,POINT (-8515079.77791711 4718561.13270269)
7308527344,38.9786933,-76.4931317,crossing,,POINT (-8515176.470026813 4718620.029995458)
11872618276,38.9927103,-76.5019141,,,POINT (-8516154.122322755 4720627.439387153)
102582123,38.9803225,-76.4911909,,,POINT (-8514960.421159081 4718853.33136185)
102582125,38.9794309,-76.4909992,,,POINT (-8514939.081212696 4718725.653617116)
4341122944,38.9775405,-76.4946809,,,POINT (-8515348.926181952 4718454.952330481)
