,id,geometry
536,102591034,POINT (-76.4910168 38.9743005)
537,11907983969,POINT (-76.5022359 38.9929379)
538,11907983977,POINT (-76.50204909999999 38.9934211)
539,11907983981,POINT (-76.5011988 38.993613)
540,7308536442,POINT (-76.4959877 38.9782403)
541,11907983999,POINT (-76.500801 38.9930155)
542,3158666142,POINT (-76.49141 38.9802671)
543,3158666143,POINT (-76.4910244 38.9804609)
544,3590614203,POINT (-76.50167190000001 38.9904)
545,3590614204,POINT (-76.5028786 38.9912689)
546,102591767,POINT (-76.49810050000001 38.9913137)
547,102591773,POINT (-76.49444320000001 38.9899182)
548,102591775,POINT (-76.49417099999999 38.9897844)
549,102559048,POINT (-76.48104499999999 38.9830454)
550,1304096088,POINT (-76.49534749999999 38.9800553)
551,3655986598,POINT (-76.48412279999999 38.9850698)
552,1299115487,POINT (-76.4949558 38.9802038)
553,1727065807,POINT (-76.5011162 38.988645)
554,1727065824,POINT (-76.49872740000001 38.9947585)
555,102625022,POINT (-76.50041779999999 38.9728577)
