,id,geometry
556,1727065888,POINT (-76.4978934 38.9909278)
557,1727065894,POINT (-76.500327 38.9886365)
558,102625144,POINT (-76.4926425 38.9848333)
559,1036710049,POINT (-76.4808283 38.9777329)
560,102592779,POINT (-76.50151940000001 38.9924115)
561,102592781,POINT (-76.5024433 38.9930846)
562,7698084110,POINT (-76.4947064 38.9900378)
563,7698084111,POINT (-76.4945082 38.9901962)
564,3812553074,POINT (-76.4861463 38.983297)
565,3812553075,POINT (-76.4865518 38.9822656)
566,3812553076,POINT (-76.4851917 38.981277)
567,7308538329,POINT (-76.4966239 38.9781754)
568,7308538338,POINT (-76.4924046 38.9782683)
569,1036710447,POINT (-76.48145839999999 38.9776366)
570,12111989959,POINT (-76.4860588 38.9764351)
571,12111989963,POINT (-76.4862938 38.9762618)
572,12111989964,POINT (-76.4861787 38.9763467)
573,102593321,POINT (-76.498952 38.9945697)
574,102593325,POINT (-76.5055917 38.9887932)
575,102593329,POINT (-76.5033337 38.9908864)
576,102593344,POINT (-76.49518399999999 38.9759825)
577,102593346,POINT (-76.4958034 38.976234)
578,102593348,POINT (-76.4974149 38.976651)
579,8024486803,POINT (-76.4964322 38.9934017)
580,7983788962,POINT (-76.4818169 38.9787418)
581,102560959,POINT (-76.50342759999999 38.9718782)
582,102560963,POINT (-76.504413 38.9731927)
583,102560969,POINT (-76.50501819999999 38.9740765)
584,8413607130,POINT (-76.489852 38.9738487)
585,7111865720,POINT (-76.5020736 38.9760263)
586,102593916,POINT (-76.49132779999999 38.9802136)
587,102593920,POINT (-76.4942518 38.9821163)
588,102626772,POINT (-76.49474069999999 38.9775787)
589,6799652357,POINT (-76.50509750000001 38.9894037)
590,473363995,POINT (-76.4858536 38.9749158)
591,102594237,POINT (-76.4907353 38.973997)
592,8027993921,POINT (-76.4939114 38.9811408)
593,8027993929,POINT (-76.4938801 38.9811704)
594,3812587349,POINT (-76.4769637 38.9809423)
595,3615881104,POINT (-76.484849 38.9797884)
596,3615881107,POINT (-76.48477509999999 38.97974)
597,3615881112,POINT (-76.4845333 38.9795821)
598,2971465762,POINT (-76.4867113 38.9792215)
599,3812587575,POINT (-76.4765115 38.9813468)
600,8741681214,POINT (-76.5028071 38.9749432)
601,102594720,POINT (-76.50008459999999 38.9752533)
602,102627519,POINT (-76.4976508 38.9937831)
603,9898653893,POINT (-76.49137589999999 38.9785893)
604,7038354368,POINT (-76.50172449999999 38.9847306)
605,102562052,POINT (-76.50151750000001 38.9768357)
606,102562054,POINT (-76.5022907 38.9783252)
607,102627606,POINT (-76.4998725 38.9882523)
608,102594914,POINT (-76.4864589 38.9800199)
609,102627696,POINT (-76.5021148 38.9761153)
610,102595015,POINT (-76.48698950000001 38.9778662)
611,3455012039,POINT (-76.4991225 38.9770357)
612,7308540717,POINT (-76.4958602 38.9783438)
613,102562636,POINT (-76.490246 38.9824567)
614,102562641,POINT (-76.48979300000001 38.9829977)
615,102562646,POINT (-76.48858269999999 38.9840896)
616,503282524,POINT (-76.4933056 38.9910113)
617,102595470,POINT (-76.49538870000001 38.9730945)
618,102595472,POINT (-76.49680240000001 38.9737271)
619,102562755,POINT (-76.4863759 38.9800926)
620,102562796,POINT (-76.5022408 38.9741273)
621,102562800,POINT (-76.5008792 38.9717881)
622,102562801,POINT (-76.5013174 38.9725506)
623,7607685709,POINT (-76.5007481 38.9765293)
624,3615881099,POINT (-76.4850789 38.9799385)
625,102563102,POINT (-76.499144 38.9739048)
626,102563105,POINT (-76.50132619999999 38.9748913)
627,10031857041,POINT (-76.49496190000001 38.9777295)
628,10031857042,POINT (-76.49427489999999 38.9772716)
629,10031857043,POINT (-76.49425220000001 38.9771996)
630,10031857046,POINT (-76.49478430000001 38.977536)
631,10031857048,POINT (-76.4945926 38.977482)
632,10031857051,POINT (-76.4949958 38.9773292)
633,10031857063,POINT (-76.49533599999999 38.9769233)
634,10031857067,POINT (-76.4955902 38.9765485)
635,10031857071,POINT (-76.49578459999999 38.9762618)
636,10031857076,POINT (-76.49526299999999 38.9760146)
637,10031857077,POINT (-76.49516629999999 38.9760085)
638,10031857081,POINT (-76.49481110000001 38.9765303)
639,10031857084,POINT (-76.4947741 38.9765848)
640,10031857089,POINT (-76.4859931 38.9804393)
641,10031857091,POINT (-76.48449170000001 38.9787506)
642,10031857093,POINT (-76.4844368 38.9788143)
643,10031857094,POINT (-76.48440890000001 38.9787599)
644,10031857095,POINT (-76.4844487 38.9787222)
645,10031857098,POINT (-76.4839448 38.9784723)
646,10031857099,POINT (-76.4839831 38.9784331)
647,102563439,POINT (-76.49569080000001 38.9752391)
648,102563442,POINT (-76.4951889 38.9750141)
649,102563450,POINT (-76.4955655 38.9754246)
650,7308541583,POINT (-76.4975802 38.9779401)
651,8064433823,POINT (-76.5033912 38.9889576)
652,4535779004,POINT (-76.4860465 38.9754465)
653,7308541762,POINT (-76.4933242 38.978431)
654,102563658,POINT (-76.4876472 38.9751545)
655,102563660,POINT (-76.4864353 38.9761574)
656,102596476,POINT (-76.5019095 38.9808308)
657,102596478,POINT (-76.5003413 38.982591)
